id,lottery_date,times,num_set,one_unit,one_amount,two_unit,two_amount,three_unit,three_amount,four_unit,four_amount,five_unit,five_amount,six_unit,six_amount,sales,carryover,created_at,updated_at
1,2016-09-30,180,"01,08,11,21,23,25,28,05,37",0,0.0,14,5721300.0,109,1028700.0,5735,11400.0,89930,1800.0,153913,900.0,237187815,1767086700.0,2017-09-22 09:39:59.295436,2017-09-22 09:39:59.295439
2,2016-09-23,179,"04,09,12,13,22,26,36,05,33",1,581403600.0,8,11980000.0,150,894400.0,6573,11900.0,100985,1900.0,168946,1000.0,0,2114355600.0,2017-09-22 09:40:01.206622,2017-09-22 09:40:01.206630
3,2016-09-16,178,"06,09,11,15,26,34,36,13,37",0,0.0,8,11013900.0,93,1326300.0,5206,13900.0,84160,2100.0,137192,1100.0,298979855,1943843100.0,2017-09-22 09:40:03.070353,2017-09-22 09:40:03.070361
4,2016-09-09,177,"09,15,19,23,25,34,36,02,35",1,800000000.0,9,11551700.0,142,1025000.0,6691,12700.0,108184,1900.0,184822,1000.0,35718160,2293611000.0,2017-09-22 09:40:05.068852,2017-09-22 09:40:05.068860
5,2016-09-02,176,"01,11,12,17,22,30,35,15,16",0,0.0,5,18978800.0,89,1492600.0,5367,14500.0,87754,2100.0,148588,1100.0,528455810,2093478600.0,2017-09-22 09:40:06.903342,2017-09-22 09:40:06.903347
6,2016-10-28,184,"07,14,18,22,23,26,34,02,32",1,800000000.0,28,4463800.0,256,683500.0,9419,10800.0,127958,1900.0,204874,1100.0,751867760,2757388800.0,2017-09-22 09:41:45.635302,2017-09-22 09:41:45.635305
7,2016-10-21,183,"06,15,20,26,33,34,37,19,29",0,0.0,5,23089700.0,113,1430300.0,5827,16200.0,98227,2300.0,175010,1200.0,1181212000,2546931000.0,2017-09-22 09:41:47.518161,2017-09-22 09:41:47.518165
8,2016-10-14,182,"01,07,10,11,20,23,30,03,37",0,0.0,28,3682100.0,203,711000.0,9719,8700.0,117841,1700.0,189068,900.0,842496950,2274510000.0,2017-09-22 09:41:49.433348,2017-09-22 09:41:49.433353
9,2016-10-07,181,"07,08,10,13,19,23,24,15,27",0,0.0,7,13205000.0,130,995400.0,6491,11600.0,102655,1800.0,189360,800.0,521445450,2039238300.0,2017-09-22 09:41:51.419017,2017-09-22 09:41:51.419026
10,2016-11-25,188,"06,15,19,25,26,30,31,14,18",1,478206800.0,4,24214600.0,112,1210700.0,5621,14100.0,93300,2100.0,158624,1100.0,0,2136811200.0,2017-09-22 10:07:39.079511,2017-09-22 10:07:39.079514
11,2016-11-18,187,"04,06,10,23,24,32,36,15,31",2,800000000.0,13,9624600.0,206,850300.0,8657,11800.0,135560,1800.0,231695,900.0,198771140,2760310200.0,2017-09-22 10:07:40.950497,2017-09-22 10:07:40.950502
12,2016-11-11,186,"05,14,16,19,31,33,37,21,28",0,0.0,9,12858400.0,109,1486300.0,6212,15300.0,101630,2300.0,189498,1100.0,1411599250,2553050700.0,2017-09-22 10:07:42.814172,2017-09-22 10:07:42.814177
13,2016-11-04,185,"01,02,04,16,26,29,34,11,12",0,0.0,6,18419400.0,100,1547200.0,5587,16200.0,96090,2300.0,194575,1000.0,1077699135,2438131500.0,2017-09-22 10:07:44.839848,2017-09-22 10:07:44.839853
16,2016-12-30,193,"04,06,20,21,22,24,31,09,10",0,0.0,9,12021800.0,113,1340400.0,6037,14700.0,100444,2100.0,193019,1000.0,844728055,2386954800.0,2017-10-14 13:08:33.854092,2017-10-14 13:08:33.854095
17,2016-12-23,192,"12,13,14,19,25,33,34,03,22",0,0.0,12,7783800.0,118,1108100.0,5960,12800.0,92178,2000.0,163402,1000.0,522955095,2060656500.0,2017-10-14 13:08:36.672012,2017-10-14 13:08:36.672020
18,2016-12-16,191,"08,15,21,24,26,27,29,07,30",0,0.0,4,20202500.0,94,1203500.0,4653,14200.0,76562,2100.0,137587,1000.0,243867070,1782768600.0,2017-10-14 13:08:39.353713,2017-10-14 13:08:39.353721
19,2016-12-09,190,"02,11,12,18,21,33,36,08,34",1,240259100.0,12,6759300.0,105,1081400.0,5065,13100.0,83879,1900.0,144610,1000.0,0,1789443000.0,2017-10-14 13:08:42.117643,2017-10-14 13:08:42.117651
20,2016-12-02,189,"03,07,08,10,18,23,35,01,19",2,123108600.0,8,10370900.0,126,921800.0,6418,10600.0,98944,1700.0,157885,900.0,0,1830363300.0,2017-10-14 13:08:44.796173,2017-10-14 13:08:44.796181
21,2017-01-27,197,"06,08,10,12,16,21,28,14,23",0,0.0,10,9519200.0,163,817500.0,7271,10700.0,109584,1700.0,183425,900.0,522001970,2100048000.0,2017-10-14 13:09:26.562981,2017-10-14 13:09:26.562984
22,2017-01-20,196,"07,13,15,25,30,32,37,08,14",0,0.0,11,7321700.0,113,997800.0,4792,13800.0,76951,2100.0,143940,1000.0,234599870,1776792600.0,2017-10-14 13:09:29.331612,2017-10-14 13:09:29.331619
23,2017-01-13,195,"04,07,12,20,23,24,31,26,35",4,371873100.0,11,10556800.0,229,709900.0,8965,10600.0,131305,1700.0,199956,1000.0,0,2561864100.0,2017-10-14 13:09:32.140122,2017-10-14 13:09:32.140130
24,2017-01-06,194,"03,06,27,30,31,32,36,14,23",0,0.0,6,16169400.0,130,1044700.0,6171,12900.0,96460,2000.0,189955,900.0,1131549130,2140297500.0,2017-10-14 13:09:34.757204,2017-10-14 13:09:34.757211
25,2017-02-24,201,"08,11,17,24,28,31,32,12,34",1,263734200.0,10,8851000.0,134,924700.0,6540,11100.0,96493,1800.0,156259,1000.0,0,1952654400.0,2017-10-14 13:10:31.640204,2017-10-14 13:10:31.640207
26,2017-02-17,200,"13,14,17,21,27,28,34,01,11",4,67987600.0,12,7805300.0,134,978500.0,6075,12600.0,94341,2000.0,152630,1100.0,0,2066340300.0,2017-10-14 13:10:34.323981,2017-10-14 13:10:34.323989
27,2017-02-10,199,"01,09,17,20,22,28,29,13,16",2,636223100.0,22,6022200.0,259,716100.0,11394,9500.0,147540,1800.0,230618,1000.0,0,2922880200.0,2017-10-14 13:10:36.957552,2017-10-14 13:10:36.957560
28,2017-02-03,198,"18,21,31,32,33,36,37,05,25",0,0.0,5,23983300.0,92,1824700.0,7830,12500.0,97289,2500.0,185503,1100.0,879541410,2645509200.0,2017-10-14 13:10:39.689997,2017-10-14 13:10:39.690005
29,2017-03-31,206,"01,06,07,11,27,35,36,22,26",2,405262500.0,10,10099400.0,127,1113300.0,6385,12900.0,103019,1900.0,174481,1000.0,0,2228061600.0,2017-10-14 13:10:53.283508,2017-10-14 13:10:53.283511
30,2017-03-24,205,"04,05,19,31,35,36,37,27,32",0,0.0,5,17824400.0,102,1223200.0,4969,14700.0,84038,2100.0,141768,1100.0,502863990,1966141800.0,2017-10-14 13:10:55.973930,2017-10-14 13:10:55.973938
31,2017-03-17,204,"05,19,20,21,30,34,36,07,12",0,0.0,4,19529000.0,100,1093600.0,4310,14800.0,68340,2300.0,129597,1000.0,237457480,1723334400.0,2017-10-14 13:10:58.682969,2017-10-14 13:10:58.682977
32,2017-03-10,203,"06,13,17,22,32,33,36,12,28",1,236902300.0,9,9011200.0,106,1071100.0,5225,12700.0,80052,2000.0,147130,1000.0,0,1789180500.0,2017-10-14 13:11:01.446080,2017-10-14 13:11:01.446088
33,2017-03-03,202,"03,07,11,16,22,34,37,29,32",1,254364500.0,18,4726500.0,145,821400.0,6040,11500.0,89056,1900.0,133997,1100.0,0,1876905900.0,2017-10-14 13:11:04.110824,2017-10-14 13:11:04.110832
34,2017-04-28,210,"02,04,06,11,15,19,36,23,34",3,81938200.0,13,6308500.0,94,1221400.0,5601,12000.0,90046,1800.0,158042,900.0,0,1809265200.0,2017-10-14 13:11:16.603219,2017-10-14 13:11:16.603222
35,2017-04-21,209,"03,04,06,13,22,31,36,28,34",2,126470700.0,6,13920600.0,148,790000.0,6497,10500.0,95571,1700.0,161235,900.0,0,1842635100.0,2017-10-14 13:11:19.370748,2017-10-14 13:11:19.370756
36,2017-04-14,208,"04,13,16,18,22,26,33,27,29",2,265859700.0,11,8775000.0,148,913000.0,6161,12800.0,94473,2000.0,164238,1000.0,0,2129470800.0,2017-10-14 13:11:22.278750,2017-10-14 13:11:22.278758
37,2017-04-07,207,"04,05,10,13,28,32,33,19,26",0,0.0,6,13070000.0,96,1143600.0,4637,13800.0,77499,2000.0,134173,1000.0,237151340,1730041200.0,2017-10-14 13:11:25.039357,2017-10-14 13:11:25.039365
38,2017-05-26,214,"02,06,09,12,31,36,37,03,22",0,0.0,6,12438700.0,89,1173900.0,4596,13300.0,77756,1900.0,145323,900.0,222151090,1646476200.0,2017-10-14 13:11:41.172730,2017-10-14 13:11:41.172733
39,2017-05-19,213,"05,13,15,18,19,24,35,20,23",1,221975000.0,5,15193000.0,101,1052900.0,4498,13800.0,75550,2000.0,124267,1100.0,0,1675886700.0,2017-10-14 13:11:44.133314,2017-10-14 13:11:44.133321
40,2017-05-12,212,"04,06,10,19,20,24,29,01,27",1,485279600.0,4,22301000.0,111,1125000.0,5279,13800.0,85435,2100.0,147792,1000.0,0,1967952900.0,2017-10-14 13:11:47.071154,2017-10-14 13:11:47.071162
41,2017-05-05,211,"07,15,22,25,31,32,35,29,36",0,0.0,1,73468200.0,87,1182200.0,4147,14500.0,66654,2200.0,120393,1100.0,213835550,1620795000.0,2017-10-14 13:11:49.950698,2017-10-14 13:11:49.950706
42,2017-06-30,219,"06,09,13,14,21,25,31,02,04",1,499890800.0,14,6420600.0,137,918500.0,6501,11300.0,101087,1800.0,172660,900.0,0,1983054300.0,2017-10-14 13:12:44.105287,2017-10-14 13:12:44.105290
43,2017-06-23,218,"15,16,17,21,26,29,30,10,34",0,0.0,7,11201900.0,82,1338700.0,4421,14500.0,69813,2200.0,125932,1100.0,234051170,1729902600.0,2017-10-14 13:12:46.874166,2017-10-14 13:12:46.874174
44,2017-06-16,217,"04,06,26,27,28,35,36,24,34",3,366089300.0,20,5592700.0,276,567300.0,9882,9200.0,135795,1600.0,208907,900.0,0,2467645500.0,2017-10-14 13:12:49.650263,2017-10-14 13:12:49.650271
45,2017-06-09,216,"09,14,22,24,25,36,37,08,28",0,0.0,5,18713100.0,91,1439400.0,5417,14100.0,88057,2100.0,162975,1000.0,752459005,2064172800.0,2017-10-14 13:12:52.421832,2017-10-14 13:12:52.421840
46,2017-06-02,215,"11,12,13,21,29,36,37,07,09",0,0.0,8,10580500.0,113,1048600.0,4689,14800.0,77519,2200.0,163313,900.0,472406545,1867359900.0,2017-10-14 13:12:55.060732,2017-10-14 13:12:55.060740
47,2017-07-28,223,"10,13,19,21,26,33,34,24,25",0,0.0,8,8981800.0,99,1016100.0,4669,12600.0,70043,2000.0,114037,1100.0,216537490,1585204200.0,2017-10-14 13:13:16.520238,2017-10-14 13:13:16.520241
48,2017-07-21,222,"03,09,18,21,23,27,29,35,37",2,237488900.0,6,13828300.0,127,914600.0,6133,11100.0,91984,1800.0,144651,1000.0,0,1830414600.0,2017-10-14 13:13:19.676895,2017-10-14 13:13:19.676903
49,2017-07-14,221,"01,02,09,11,17,30,35,13,36",0,0.0,8,9252000.0,72,1439100.0,4630,13100.0,72256,2000.0,123286,1000.0,228713890,1632880200.0,2017-10-14 13:13:22.347908,2017-10-14 13:13:22.347915
50,2017-07-07,220,"07,09,11,18,25,28,35,20,27",1,226348000.0,9,8553300.0,114,945300.0,5346,11800.0,84172,1800.0,138540,1000.0,0,1698276300.0,2017-10-14 13:13:25.094849,2017-10-14 13:13:25.094857
51,2017-08-25,227,"02,03,07,09,22,23,26,29,30",1,211728100.0,6,12142600.0,110,927200.0,5230,11400.0,81676,1800.0,130062,1000.0,0,1607281200.0,2017-10-14 13:13:39.427566,2017-10-14 13:13:39.427569
52,2017-08-18,226,"12,17,21,24,26,30,32,10,22",2,498775500.0,8,12725800.0,160,890700.0,5907,14100.0,93387,2200.0,153889,1200.0,0,2245978200.0,2017-10-14 13:13:42.050618,2017-10-14 13:13:42.050626
53,2017-08-11,225,"13,15,17,18,20,21,26,25,29",0,0.0,9,9488100.0,72,1660300.0,4625,15100.0,70339,2400.0,129322,1200.0,704586110,1883868600.0,2017-10-14 13:13:44.655143,2017-10-14 13:13:44.655151
54,2017-08-04,224,"02,04,07,10,12,29,34,01,21",0,0.0,12,6787900.0,115,991600.0,5595,11900.0,86363,1900.0,143418,1000.0,455617240,1797015000.0,2017-10-14 13:13:47.332933,2017-10-14 13:13:47.332939
55,2017-09-29,232,"02,04,07,09,15,35,37,10,23",1,1000000000.0,12,9296200.0,153,1020700.0,7395,12300.0,117395,1900.0,214357,900.0,92542530,2461034400.0,2017-10-14 13:13:57.170084,2017-10-14 13:13:57.170087
56,2017-09-22,231,"04,15,18,24,25,34,36,10,26",0,0.0,5,18672100.0,128,1021100.0,5906,12900.0,93003,2000.0,153999,1100.0,759728850,2059649400.0,2017-10-14 13:13:59.868634,2017-10-14 13:13:59.868642
57,2017-09-15,230,"03,05,08,15,22,25,27,18,31",0,0.0,8,10739600.0,132,911200.0,7069,9900.0,103336,1600.0,158735,900.0,488540220,1895432700.0,2017-10-14 13:14:02.641293,2017-10-14 13:14:02.641301
58,2017-09-08,229,"02,03,09,30,33,36,37,01,32",0,0.0,4,18376700.0,70,1470100.0,3954,15200.0,67218,2200.0,113978,1100.0,219972905,1621650900.0,2017-10-14 13:14:05.396990,2017-10-14 13:14:05.396998
59,2017-09-01,228,"06,11,14,21,24,28,31,22,36",1,220207500.0,14,5378700.0,135,780800.0,5511,11200.0,84921,1800.0,146739,900.0,0,1661252100.0,2017-10-14 13:14:08.218022,2017-10-14 13:14:08.218030
60,2017-10-13,234,"07,14,15,16,23,25,30,05,34",0,0.0,7,13471100.0,119,1109300.0,6310,12200.0,98933,1900.0,169649,1000.0,627381835,2080323300.0,2017-10-14 13:14:39.907626,2017-10-14 13:14:39.907629
61,2017-10-06,233,"03,13,17,25,26,27,29,08,37",0,0.0,8,10725400.0,103,1166200.0,5288,13300.0,90228,1900.0,160585,900.0,352144450,1892919600.0,2017-10-14 13:14:42.673304,2017-10-14 13:14:42.673311
62,2017-10-27,236,"19,22,23,34,35,36,37,10,30",0,0.0,6,12589100.0,111,952600.0,4721,13100.0,75308,2000.0,113751,1200.0,219639955,1666389900.0,2018-01-22 22:17:25.319629,2018-01-22 22:17:25.319631
63,2017-10-20,235,"02,09,13,18,21,33,34,03,11",2,465949400.0,7,14675800.0,203,708400.0,7726,10900.0,107778,1900.0,179818,1000.0,0,2266361100.0,2018-01-22 22:17:28.008509,2018-01-22 22:17:28.008517
64,2017-11-24,240,"09,12,14,24,29,31,35,05,30",0,0.0,7,10047300.0,91,1082000.0,4401,13100.0,71616,1900.0,124083,1000.0,211619725,1551598500.0,2018-01-22 22:17:49.862361,2018-01-22 22:17:49.862364
65,2017-11-17,239,"08,13,17,21,23,28,37,01,14",2,108367000.0,10,7272000.0,83,1226500.0,4447,13400.0,76039,1900.0,126613,1000.0,0,1604290200.0,2018-01-22 22:17:52.546106,2018-01-22 22:17:52.546113
66,2017-11-10,238,"03,21,26,33,34,35,37,23,31",1,221756400.0,5,15076200.0,58,1819500.0,3900,15800.0,69076,2200.0,110077,1200.0,0,1662995700.0,2018-01-22 22:17:55.281699,2018-01-22 22:17:55.281706
67,2017-11-03,237,"03,04,07,19,20,21,29,08,33",1,495540900.0,11,8194800.0,127,993600.0,6148,12000.0,94907,1900.0,165076,900.0,0,1988663700.0,2018-01-22 22:17:58.063170,2018-01-22 22:17:58.063175
68,2017-12-29,245,"02,08,09,11,24,26,27,07,36",2,117494400.0,12,6681100.0,157,714900.0,6149,10700.0,93255,1700.0,160222,900.0,0,1768731300.0,2018-01-22 22:18:08.716907,2018-01-22 22:18:08.716910
69,2017-12-22,244,"02,09,17,22,32,34,36,11,12",1,228504900.0,7,10852200.0,109,975600.0,4719,13200.0,72293,2100.0,129238,1000.0,0,1675899600.0,2018-01-22 22:18:11.311367,2018-01-22 22:18:11.311374
70,2017-12-15,243,"06,09,13,18,20,22,30,11,14",2,517917800.0,11,9559600.0,128,1150100.0,6642,13000.0,105269,2000.0,180325,1000.0,0,2319857400.0,2018-01-22 22:18:13.776536,2018-01-22 22:18:13.776545
71,2017-12-08,242,"01,05,13,17,31,32,35,19,24",0,0.0,9,10182000.0,95,1350400.0,5229,14300.0,83427,2200.0,150343,1100.0,721477315,2021643000.0,2018-01-22 22:18:16.449366,2018-01-22 22:18:16.449373
72,2017-12-01,241,"05,11,12,19,21,26,28,04,20",0,0.0,13,6352500.0,123,939900.0,5635,12000.0,86968,1900.0,145057,1000.0,455355365,1821871200.0,2018-01-22 22:18:19.073711,2018-01-22 22:18:19.073718
73,2018-01-19,248,"01,05,06,22,25,27,31,12,18",1,486799200.0,12,7244300.0,89,1367400.0,5288,13500.0,84474,2000.0,158212,900.0,0,1917834000.0,2018-01-22 22:18:49.122236,2018-01-22 22:18:49.122238
74,2018-01-12,247,"10,12,13,16,34,35,36,11,37",0,0.0,8,8744900.0,75,1305800.0,3817,15000.0,62163,2200.0,117489,1000.0,215130950,1543395000.0,2018-01-22 22:18:51.916437,2018-01-22 22:18:51.916445
75,2018-01-05,246,"03,06,09,19,23,25,31,21,36",1,190480600.0,8,7775400.0,102,853700.0,4759,10700.0,70956,1700.0,118023,900.0,0,1372285500.0,2018-01-22 22:18:54.690465,2018-01-22 22:18:54.690472
76,2018-01-26,249,"09,20,28,29,31,34,37,05,25",0,0.0,3,24094600.0,99,1022100.0,3503,16900.0,60041,2400.0,106364,1200.0,213193135,1594668300.0,2018-01-27 23:38:03.648652,2018-01-27 23:38:03.648656
77,2018-02-16,252,"08,23,24,25,27,30,31,11,17",1,316752000.0,4,12826500.0,83,865300.0,4412,9500.0,70825,1400.0,131904,900.0,0,1554801300.0,2018-02-20 05:41:02.484502,2018-02-20 05:41:02.484506
78,2018-02-09,251,"01,15,20,26,28,34,37,23,30",1,312906800.0,2,25915900.0,76,954700.0,3459,12300.0,59358,1700.0,105067,1200.0,0,1570734600.0,2018-02-20 05:42:28.368312,2018-02-20 05:42:28.368315
79,2018-02-02,250,"05,09,10,13,26,30,34,18,23",1,474586400.0,15,5711200.0,110,1090300.0,5706,12300.0,87003,1900.0,147994,1000.0,0,1889950800.0,2018-02-20 05:42:31.009917,2018-02-20 05:42:31.009921
80,2018-03-16,256,"14,21,24,27,30,33,37,19,20",1,305471000.0,3,17000400.0,77,927200.0,3497,11900.0,59453,1700.0,104129,1200.0,0,1545568500.0,2018-03-18 18:00:36.362480,2018-03-18 18:00:36.362483
81,2018-03-09,255,"01,04,11,13,15,21,32,05,10",2,334468400.0,5,12119600.0,83,1022100.0,4473,11100.0,80800,1500.0,142503,1000.0,0,1836396000.0,2018-03-18 18:00:38.899176,2018-03-18 18:00:38.899193
82,2018-03-02,254,"01,12,14,18,23,24,31,07,26",0,0.0,3,16800700.0,59,1195900.0,3838,10700.0,65858,1500.0,125175,1000.0,301344395,1527407100.0,2018-03-18 18:00:41.479130,2018-03-18 18:00:41.479137
83,2018-02-23,253,"06,07,09,12,15,17,24,26,29",1,309164300.0,4,12622700.0,98,721200.0,5391,7600.0,80979,1200.0,133405,900.0,0,1530096900.0,2018-03-18 18:00:55.245712,2018-03-18 18:00:55.245715
