id,lottery_date,times,num_set,one_unit,one_amount,two_unit,two_amount,three_unit,three_amount,four_unit,four_amount,five_unit,five_amount,six_unit,six_amount,sales,carryover,created_at,updated_at
235,2019-06-07,320,"05,06,18,22,26,33,34,36,37",1,333152300.0,7,7832200.0,121,634300.0,5868,7600.0,79530,1300.0,122679,1100.0,1661468400,0.0,2019-06-07 21:59:01.875390,2019-06-07 21:59:01.875396
236,2019-06-14,321,"15,24,27,28,29,34,35,09,25",0,0.0,9,6392100.0,86,936500.0,4828,9700.0,82937,1400.0,145249,900.0,1743390300,352790235.0,2019-06-15 04:46:52.237965,2019-06-15 04:46:52.237971
237,2019-06-21,322,"01,10,11,21,26,29,30,14,20",2,389402400.0,13,5354100.0,147,662800.0,7713,7400.0,101277,1300.0,152176,1100.0,2109287700,0.0,2019-06-23 08:41:57.045591,2019-06-23 08:41:57.045596
238,2019-06-28,323,"11,14,15,21,26,34,36,23,27",1,355424900.0,6,9655800.0,103,787400.0,4826,9800.0,77359,1500.0,146957,900.0,1755681300,0.0,2019-06-28 20:51:12.751860,2019-06-28 20:51:12.751866
239,2019-07-05,324,"09,13,16,17,18,19,20,30,36",0,0.0,2,27594700.0,97,796500.0,4121,10900.0,63156,1700.0,113947,1200.0,1672483500,331147175.0,2019-07-05 21:58:55.433998,2019-07-05 21:58:55.434003
240,2019-07-12,325,"04,14,17,18,21,31,33,06,20",0,0.0,5,13191000.0,97,951900.0,4977,10800.0,80144,1600.0,137151,1200.0,1998736500,725726100.0,2019-07-12 21:30:48.033517,2019-07-12 21:30:48.033522
241,2019-07-19,326,"01,02,17,18,24,27,29,12,32",2,584295200.0,5,14430500.0,103,980600.0,5032,11700.0,90286,1600.0,164592,1000.0,2186539500,0.0,2019-07-21 09:09:05.189279,2019-07-21 09:09:05.189285
242,2019-07-26,327,"01,03,13,14,16,30,31,02,17",1,325927600.0,5,10812400.0,95,796600.0,4617,9600.0,68651,1500.0,111898,1200.0,1638319800,0.0,2019-07-27 13:08:15.229127,2019-07-27 13:08:15.229131
243,2019-08-02,328,"03,09,10,14,19,24,30,18,21",1,319467200.0,5,10642200.0,114,653400.0,4490,9700.0,73061,1400.0,120577,1100.0,1612530900,0.0,2019-08-12 22:44:16.169363,2019-08-12 22:44:16.169367
244,2019-08-09,329,"03,10,19,20,26,28,30,15,25",0,0.0,4,12892800.0,89,811200.0,4430,9500.0,69036,1500.0,116797,1100.0,1562843100,305395695.0,2019-08-12 22:44:19.302287,2019-08-12 22:44:19.302295
276,2019-08-16,330,"03,04,10,12,17,18,20,19,32",1,674889600.0,4,15358000.0,120,716600.0,5435,9200.0,84712,1400.0,138394,1100.0,1861667100,0.0,2019-08-17 07:44:55.454514,2019-08-17 07:44:55.454520
277,2019-08-23,331,"05,07,11,12,15,18,20,19,30",0,0.0,6,8872000.0,126,591400.0,4999,8700.0,78083,1300.0,134724,900.0,1613179800,331931710.0,2019-08-24 19:26:12.144353,2019-08-24 19:26:12.144359
278,2019-08-30,332,"05,07,10,15,24,27,30,03,33",0,0.0,10,6623100.0,149,622300.0,7242,7500.0,107919,1200.0,177475,900.0,2007120900,732637115.0,2019-08-31 17:14:38.185801,2019-08-31 17:14:38.185806
279,2019-09-06,333,"01,04,10,11,16,24,34,30,32",0,0.0,8,9777700.0,163,671800.0,7178,8900.0,109222,1400.0,177114,1100.0,2370466200,1200001505.0,2019-09-07 11:13:10.145506,2019-09-07 11:13:10.145510
280,2019-09-13,334,"03,07,15,16,30,34,35,08,29",0,0.0,7,12684700.0,194,640700.0,8126,8900.0,127766,1400.0,218183,1000.0,2690817600,1728403925.0,2019-09-15 13:22:14.816487,2019-09-15 13:22:14.816493
281,2019-09-20,335,"09,10,17,18,22,25,35,13,14",0,0.0,9,10528600.0,195,680200.0,8483,9100.0,132338,1400.0,227897,1000.0,2871581100,2302853520.0,2019-09-21 09:06:43.661926,2019-09-21 09:06:43.661930
282,2019-09-27,336,"09,10,13,21,25,31,33,24,37",0,0.0,6,17333900.0,181,804400.0,8759,9700.0,142505,1400.0,236100,1100.0,3151767900,2927369975.0,2019-09-28 09:47:29.765247,2019-09-28 09:47:29.765252
283,2019-10-04,337,"05,07,10,12,14,24,35,11,33",1,1000000000.0,15,7307200.0,248,618700.0,11324,7900.0,170249,1300.0,293615,900.0,3321612600,2584013245.0,2019-10-04 20:38:19.780939,2019-10-04 20:38:19.780944
284,2019-10-11,338,"07,09,16,17,23,27,34,15,36",1,1000000000.0,19,5112700.0,194,701000.0,9853,8000.0,148918,1300.0,258463,900.0,2943846000,2170574545.0,2019-10-11 21:09:01.269671,2019-10-11 21:09:01.269677
285,2019-10-18,339,"11,15,18,20,23,25,32,09,37",1,1000000000.0,11,8388400.0,145,890800.0,7414,10200.0,120717,1500.0,219031,1000.0,2796283200,1731734285.0,2019-10-18 22:57:30.991833,2019-10-18 22:57:30.991837
286,2019-10-25,340,"06,14,17,26,27,30,36,12,28",1,1000000000.0,10,8665400.0,138,879000.0,7307,9700.0,115794,1500.0,208956,1000.0,2626018200,1251961575.0,2019-10-26 22:04:00.095463,2019-10-26 22:04:00.095466
287,2019-11-01,341,"04,11,17,27,29,31,36,19,24",1,1000000000.0,28,3169000.0,160,776300.0,7811,9300.0,124104,1400.0,219507,1000.0,2688970800,783163535.0,2019-11-02 16:53:13.334078,2019-11-02 16:53:13.334082
288,2019-11-08,342,"03,06,24,28,32,35,36,04,08",0,0.0,6,13918200.0,160,730600.0,7572,9000.0,118568,1400.0,208744,900.0,2530702500,1299561660.0,2019-11-09 11:11:55.102293,2019-11-09 11:11:55.102296
289,2019-11-15,343,"17,19,22,29,30,31,32,11,16",0,0.0,7,12200200.0,86,1390200.0,5697,12300.0,97660,1700.0,187577,1100.0,2588042700,1816792475.0,2019-11-15 21:49:20.984325,2019-11-15 21:49:20.984330
290,2019-11-22,344,"11,19,28,29,31,32,37,12,21",0,0.0,9,9436100.0,128,928800.0,7088,9800.0,112169,1500.0,184062,1100.0,2573618400,2330925355.0,2019-11-22 21:52:48.648815,2019-11-22 21:52:48.648820
291,2019-11-29,345,"06,09,10,18,28,31,32,24,35",1,1000000000.0,13,6971600.0,166,764300.0,7785,9500.0,127276,1400.0,220771,1000.0,2746537200,1876447595.0,2019-11-30 08:25:27.085362,2019-11-30 08:25:27.085367
292,2019-12-06,346,"11,16,18,23,30,31,35,03,27",1,1000000000.0,8,10549100.0,152,777200.0,7411,9300.0,116307,1400.0,221320,900.0,2557491300,1393851380.0,2019-12-07 00:17:37.898515,2019-12-07 00:17:37.898519
293,2019-12-13,347,"03,06,11,13,18,20,34,25,35",0,0.0,3,28386700.0,138,863900.0,6617,10500.0,114754,1500.0,201919,1000.0,2580727500,1907271955.0,2019-12-15 19:45:41.713366,2019-12-15 19:45:41.713370
294,2019-12-20,348,"02,05,17,18,19,20,33,01,24",0,0.0,8,11401900.0,157,813300.0,8482,8800.0,124300,1400.0,212396,1000.0,2764239000,2471218605.0,2019-12-21 10:59:19.834913,2019-12-21 10:59:19.834918
295,2019-12-27,349,"04,10,11,15,18,22,34,16,32",2,1000000000.0,12,8744800.0,235,625100.0,10738,8000.0,158812,1300.0,243446,1000.0,3180076800,1114611465.0,2019-12-28 21:00:01.221893,2019-12-28 21:00:01.221898
296,2020-01-10,350,"10,19,21,23,24,30,37,02,28",0,0.0,5,18728900.0,121,1083400.0,6766,11300.0,112411,1600.0,206560,1100.0,2837842800,1683375425.0,2020-01-11 12:54:57.875678,2020-01-11 12:54:57.875683
297,2020-01-17,351,"08,13,17,19,23,25,28,05,16",1,1000000000.0,17,5252200.0,191,654400.0,8478,8600.0,130438,1300.0,218272,1000.0,2705826000,1225967125.0,2020-01-18 13:50:32.389272,2020-01-18 13:50:32.389276
298,2020-01-24,352,"03,04,14,18,26,30,32,28,34",2,886941800.0,13,6928800.0,167,755100.0,7868,9400.0,121713,1500.0,207726,1000.0,2729661000,0.0,2020-01-26 16:55:05.020975,2020-01-26 16:55:05.020979
299,2020-01-31,353,"11,15,22,23,24,29,33,19,34",1,386956000.0,6,10732300.0,132,682900.0,6959,7600.0,97058,1300.0,157583,1000.0,1951421100,0.0,2020-01-31 22:15:23.024921,2020-01-31 22:15:23.024926
300,2020-02-07,354,"01,02,08,10,13,25,31,23,35",0,0.0,8,7729100.0,127,681600.0,6239,8100.0,91415,1300.0,138711,1100.0,1873825800,372868110.0,2020-02-08 13:39:30.452299,2020-02-08 13:39:30.452304
301,2020-02-14,355,"04,06,09,10,23,27,33,14,31",1,798697400.0,12,5911600.0,153,649100.0,6515,8900.0,106580,1300.0,174779,1000.0,2149771800,0.0,2020-02-15 12:01:03.512753,2020-02-15 12:01:03.512758
302,2020-02-21,356,"04,16,20,30,33,34,36,19,21",1,359572000.0,6,9961300.0,70,1195300.0,3631,13500.0,65274,1800.0,121276,1200.0,1811230500,0.0,2020-02-23 17:15:49.412627,2020-02-23 17:15:49.412632
303,2020-02-28,357,"05,08,12,13,14,24,30,27,35",0,0.0,10,5953800.0,105,793800.0,5414,9000.0,86659,1300.0,150754,900.0,1804271400,371973830.0,2020-03-07 18:32:39.664001,2020-03-07 18:32:39.664005
304,2020-03-06,358,"05,13,14,26,32,33,34,08,11",0,0.0,7,10038100.0,119,826600.0,5902,9700.0,88702,1600.0,161037,1000.0,2129407800,801365640.0,2020-03-07 18:32:40.911646,2020-03-07 18:32:40.911652
305,2020-03-13,359,"04,07,11,17,19,26,35,01,24",1,1000000000.0,12,6601900.0,174,637400.0,8048,8000.0,124609,1200.0,207525,900.0,2400818100,290916085.0,2020-03-13 22:58:11.621222,2020-03-13 22:58:11.621226
306,2020-03-20,360,"09,11,13,14,20,22,37,15,17",0,0.0,8,8665100.0,88,1102800.0,4676,12100.0,81988,1700.0,151412,1100.0,2100735000,707367235.0,2020-03-20 22:19:25.328924,2020-03-20 22:19:25.328929
307,2020-03-27,361,"05,09,16,20,29,33,35,02,08",1,1000000000.0,7,11398400.0,110,1015400.0,5816,11200.0,97576,1600.0,176827,1100.0,2417958900,188195440.0,2020-04-03 16:58:00.156792,2020-04-03 16:58:00.156796
308,2020-04-03,362,"04,07,08,14,22,24,27,13,26",1,616130500.0,8,8690600.0,160,608300.0,7457,7600.0,111255,1200.0,181273,900.0,2106917400,0.0,2020-04-03 21:21:52.428659,2020-04-03 21:21:52.428663
309,2020-04-10,363,"13,15,17,22,26,34,36,03,19",1,350725000.0,7,8122100.0,135,589500.0,5237,8900.0,78546,1400.0,131595,1000.0,1722957600,0.0,2020-04-10 21:20:13.555982,2020-04-10 21:20:13.555987
310,2020-04-17,364,"03,09,10,14,16,20,27,19,33",0,0.0,4,13281900.0,96,774700.0,5078,8500.0,77996,1300.0,131596,1000.0,1610010900,320852305.0,2020-04-17 22:00:36.279200,2020-04-17 22:00:36.279204
311,2020-04-24,365,"01,04,13,14,16,22,35,10,23",0,0.0,4,13698900.0,79,971000.0,4806,9300.0,74823,1400.0,126609,1000.0,1660550700,660538520.0,2020-04-25 23:42:58.599895,2020-04-25 23:42:58.599900
312,2020-05-01,366,"10,24,25,26,27,33,36,04,23",0,0.0,4,13274200.0,79,940900.0,4104,10600.0,67535,1500.0,126618,1000.0,1609073700,985770885.0,2020-05-03 17:33:39.015603,2020-05-03 17:33:39.015607
313,2020-05-08,367,"08,14,19,20,29,30,31,07,35",0,0.0,9,6356300.0,102,785100.0,4862,9600.0,75636,1500.0,128128,1100.0,1733639400,1327551715.0,2020-05-09 10:23:13.867580,2020-05-09 10:23:13.867584
314,2020-05-15,368,"07,08,09,13,21,34,35,03,20",0,0.0,8,8791700.0,143,688500.0,6742,8500.0,105147,1300.0,171958,1000.0,2131432500,1751951140.0,2020-05-15 21:48:00.032414,2020-05-15 21:48:00.032419
315,2020-05-22,369,"01,07,09,11,15,31,34,06,33",0,0.0,5,16734800.0,162,723000.0,7659,8900.0,120115,1400.0,200556,1000.0,2535702600,2255335210.0,2020-05-23 18:45:02.926505,2020-05-23 18:45:02.926511
316,2020-05-29,370,"07,10,16,25,26,33,34,24,35",0,0.0,12,8162000.0,193,710400.0,8425,9500.0,136361,1400.0,229546,1000.0,2968150200,2855462700.0,2020-05-30 10:01:40.347437,2020-05-30 10:01:40.347441
317,2020-06-05,371,"01,03,04,08,11,21,25,12,23",2,1000000000.0,17,6278700.0,263,568100.0,10712,8100.0,156650,1300.0,272106,900.0,3234645600,1519597420.0,2020-06-06 10:08:17.919752,2020-06-06 10:08:17.919758
318,2020-06-12,372,"06,08,22,23,32,33,36,09,27",1,1000000000.0,11,8192000.0,142,888400.0,7720,9500.0,119368,1500.0,220175,1000.0,2730812100,1059631065.0,2020-06-12 20:25:06.514477,2020-06-12 20:25:06.514481
319,2020-06-19,373,"02,03,17,18,22,23,31,04,30",0,0.0,11,8060400.0,134,926300.0,8026,9000.0,124274,1400.0,208406,1000.0,2686943700,1601343530.0,2020-06-21 08:55:31.260293,2020-06-21 08:55:31.260298
320,2020-06-26,374,"04,05,09,10,18,27,35,15,34",1,1000000000.0,10,9693300.0,246,551600.0,10899,7300.0,157940,1200.0,259076,900.0,2937524100,1188343675.0,2020-06-28 21:37:11.145337,2020-06-28 21:37:11.145342
321,2020-07-03,375,"13,15,18,19,23,27,32,34,35",1,1000000000.0,23,3910600.0,138,912400.0,7761,9500.0,123469,1400.0,222110,1000.0,2725730400,730371255.0,2020-07-05 17:25:18.482175,2020-07-05 17:25:18.482180
322,2020-07-10,376,"06,11,14,17,23,31,37,10,15",3,412353200.0,9,9345100.0,185,636400.0,8521,8100.0,123352,1300.0,209047,1000.0,2548784400,0.0,2020-07-11 12:14:03.705938,2020-07-11 12:14:03.705942
323,2020-07-17,377,"06,07,10,17,25,33,36,27,32",0,0.0,5,13102600.0,127,722100.0,6138,8700.0,95816,1300.0,156051,1000.0,1985341500,402171575.0,2020-07-18 00:49:57.324040,2020-07-18 00:49:57.324045
324,2020-07-24,378,"01,05,09,10,14,15,29,20,28",0,0.0,12,6106500.0,151,679300.0,6707,8900.0,105104,1400.0,175197,1000.0,2220674700,843587990.0,2020-07-24 20:54:41.853443,2020-07-24 20:54:41.853449
325,2020-07-31,379,"03,08,15,22,24,29,35,18,26",0,0.0,18,4511300.0,230,494200.0,9310,7100.0,125612,1300.0,200191,1000.0,2460854100,1326515335.0,2020-07-31 22:08:18.088936,2020-07-31 22:08:18.088941
326,2020-08-07,380,"08,14,24,25,32,34,36,13,16",2,923347500.0,15,5764000.0,150,806900.0,7801,9100.0,118016,1400.0,215179,1000.0,2620145100,0.0,2020-08-07 20:12:35.727976,2020-08-07 20:12:35.727982
327,2020-08-14,381,"04,08,25,26,27,31,32,09,22",1,381063500.0,5,12497500.0,115,760700.0,5407,9400.0,84842,1400.0,151506,1000.0,1893649200,0.0,2020-08-16 15:41:55.782108,2020-08-16 15:41:55.782113
328,2020-08-21,382,"02,03,05,08,19,22,37,16,28",1,369188600.0,4,15462300.0,129,671200.0,5782,8700.0,89293,1400.0,150505,1000.0,1874313900,0.0,2020-08-22 10:47:12.429921,2020-08-22 10:47:12.429926
329,2020-08-28,383,"08,11,15,22,26,28,30,10,20",0,0.0,10,6319700.0,145,610100.0,6176,8400.0,97501,1300.0,153383,1000.0,1915173300,378153785.0,2020-09-01 08:12:15.765890,2020-09-01 08:12:15.765894
330,2020-09-04,384,"03,07,15,18,26,30,31,09,33",0,0.0,20,3807600.0,190,561100.0,7883,7900.0,112856,1300.0,196135,900.0,2307792000,848389185.0,2020-09-05 11:04:10.462410,2020-09-05 11:04:10.462415
331,2020-09-11,385,"04,12,14,24,29,34,35,05,15",1,1000000000.0,12,6828200.0,202,567800.0,9477,7100.0,118923,1300.0,193635,1000.0,2483117400,353636415.0,2020-09-12 08:40:12.777442,2020-09-12 08:40:12.777447
332,2020-09-18,386,"09,19,22,32,35,36,37,07,21",0,0.0,6,12273200.0,86,1198700.0,4931,12200.0,89546,1600.0,157340,1100.0,2231601900,804624070.0,2020-09-18 21:24:58.825003,2020-09-18 21:24:58.825008
333,2020-09-25,387,"03,07,13,22,30,32,37,14,15",0,0.0,9,8797100.0,124,893800.0,6062,10700.0,98008,1600.0,189963,1000.0,2399345100,1282685065.0,2020-09-27 11:44:52.227945,2020-09-27 11:44:52.227951
334,2020-10-02,388,"01,06,08,10,18,21,32,13,28",0,0.0,11,8005900.0,118,1044800.0,6967,10300.0,116250,1500.0,206896,1000.0,2668785300,1819256050.0,2020-10-03 11:26:38.024973,2020-10-03 11:26:38.024978
335,2020-10-09,389,"01,06,11,13,18,24,27,17,23",3,783897800.0,9,9751700.0,228,538900.0,8544,8400.0,128735,1300.0,214659,1000.0,2659680300,0.0,2020-10-10 14:59:12.321826,2020-10-10 14:59:12.321832
336,2020-10-16,390,"03,06,19,21,23,26,27,30,34",0,0.0,6,10491400.0,111,793900.0,5177,9900.0,86684,1400.0,143274,1000.0,1907626800,391476860.0,2020-10-16 22:19:37.481538,2020-10-16 22:19:37.481542
337,2020-10-23,391,"10,23,27,32,33,35,37,24,26",0,0.0,8,9366400.0,108,971300.0,5193,11800.0,92949,1600.0,160194,1100.0,2270750100,847273605.0,2020-10-24 10:59:31.060050,2020-10-24 10:59:31.060055
338,2020-10-30,392,"01,04,06,15,20,22,26,18,21",2,675744100.0,10,8318100.0,139,837700.0,6569,10400.0,108197,1500.0,181718,1100.0,2520753000,0.0,2020-10-30 23:18:44.188489,2020-10-30 23:18:44.188493
339,2020-11-06,393,"07,14,15,22,27,30,31,09,32",1,388842900.0,18,3523800.0,173,513200.0,7173,7200.0,98663,1300.0,160022,900.0,1922182800,0.0,2020-11-06 22:50:07.858815,2020-11-06 22:50:07.858819
340,2020-11-13,394,"06,10,22,23,27,32,33,08,19",0,0.0,27,2268700.0,207,414200.0,7926,6300.0,94991,1300.0,164740,900.0,1856348400,366674380.0,2020-11-13 21:06:33.499888,2020-11-13 21:06:33.499892
341,2020-11-20,395,"01,02,05,20,26,29,32,08,09",3,270621900.0,7,10529500.0,80,1289800.0,4725,12800.0,83410,1700.0,180779,1000.0,2233640100,0.0,2020-11-24 08:29:55.646665,2020-11-24 08:29:55.646670
342,2020-11-27,396,"02,03,05,08,16,20,34,26,31",0,0.0,7,8652900.0,92,921700.0,5149,9600.0,82997,1400.0,134718,1100.0,1835560800,366819660.0,2020-11-27 21:08:48.587464,2020-11-27 21:08:48.587470
343,2020-12-04,397,"04,12,13,15,21,28,37,07,20",0,0.0,15,4876800.0,131,781700.0,7060,8500.0,107285,1300.0,177064,1000.0,2216832000,812294860.0,2020-12-04 20:30:52.584543,2020-12-04 20:30:52.584549
344,2020-12-11,398,"03,04,10,17,20,22,33,01,06",0,0.0,9,8938000.0,135,834200.0,7096,9300.0,111518,1400.0,197911,1000.0,2437768200,1296202550.0,2020-12-12 12:46:29.782494,2020-12-12 12:46:29.782499
345,2020-12-18,399,"07,15,19,20,21,33,36,04,10",0,0.0,14,6212300.0,137,888700.0,7501,9500.0,112970,1500.0,197889,1000.0,2635683300,1834932435.0,2020-12-20 14:49:25.994808,2020-12-20 14:49:25.994814
346,2020-12-25,400,"04,17,22,28,30,31,35,25,34",0,0.0,6,16604900.0,219,636800.0,9043,9000.0,135365,1400.0,219734,1100.0,3019220700,2441887750.0,2020-12-26 10:48:42.495503,2020-12-26 10:48:42.495508
347,2021-01-08,401,"04,05,09,14,18,30,35,01,33",0,0.0,6,18702000.0,173,908000.0,9392,9800.0,157204,1400.0,263431,1000.0,3400521000,3127268000.0,2021-01-09 13:42:43.212789,2021-01-09 13:42:43.212795
348,2021-01-15,402,"07,09,12,17,20,26,29,04,13",0,0.0,11,9424800.0,199,729300.0,8946,9500.0,139603,1500.0,253104,1000.0,3141760500,3744761225.0,2021-01-16 13:53:15.679008,2021-01-16 13:53:15.679013
